Filter Keyword,WOW Job title,WOW Industry,New Job Category,New Industry Category,Final job title,Final industry,"[=COUNTIF (B:B, B1055)>1]",,,Num of unique job title,93,Num of unique industry,38
,Kitchen Prep,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Cook,Food & Beverage,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Cook,Food & Beverage,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Line Cook/Servers/Bartenders/Kitchen Staff,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Staff,Food & Beverage,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Staff,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Server/Kitchen Staff,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Generalist,Food & Beverage,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Helper/Cook Assistant,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Staff,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Staff,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Supervisor,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Staff,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,Kitchen Staff,Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
,RESTAURANT SERVER AND KITCHEN STAFF (Edison),Restaurants & Food Service,Kitchen Staff,Restaurants & Food Service,,,,,,,,,
Event,Event Catering Chef,Restaurants & Food Service,Cook,Restaurants & Food Service,,,,,,,,,
,Event Attendant,,Customer Service,Restaurants & Food Service,,,,,,,,,
,Floor Manager/Event Assistant,,Manager,Restaurants & Food Service,,,,,,,,,
,Events Manager,Restaurants & Food Service,Manager,Restaurants & Food Service,,,,,,,,,
,Event Server,Restaurants & Food Service,Server,Restaurants & Food Service,,,,,,,,,
,Assistant Event Planning,Event Planning,Coordinator,Hospitality & Tourism,,,,,,,,,
,Event Waitstaff,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,,,,,,,,,
,Off-Premise Event Chef (Alexandria),Food & Beverage,Cook,Restaurants & Food Service,,,,,,,,,
,Events Manager,Ed Tech/Entertainment,Manager,Education,,,,,,,,,
,Event Sales Coordinator,Restaurants & Food Service,Coordinator,Restaurants & Food Service,,,,,,,,,
,Maitre d’ & Events Coordinator ,Restaurants & Food Service,Coordinator,Restaurants & Food Service,,,,,,,,,
,Event/Marketing Manager,Restaurants & Food Service,Manager,Restaurants & Food Service,,,,,,,,,
,Events Line Cook,Restaurants & Food Service,Cook,Restaurants & Food Service,,,,,,,,,
,Event Host and Co-Host,Performing and Fine Arts,Host,Arts & Entertainment,,,,,,,,,
Cafe,Barista / Cafe Server,Restaurants & Food Service,Barista,Restaurants & Food Service,,,,,,,,,
,Barista / Cafe Associate,Restaurants & Food Service,Barista,Restaurants & Food Service,,,,,,,,,
,Barista/Cafe Cook,Food & Beverage,Barista,Restaurants & Food Service,,,,,,,,,
,Cafe Crew Position,Food & Beverage,Crew,Restaurants & Food Service,,,,,,,,,
,Cafe Operations Supervisor,Food & Beverage,Supervisor,Restaurants & Food Service,,,,,,,,,
,Cafe/Juice Bar Team Member,Food & Beverage,Team Member,Restaurants & Food Service,,,,,,,,,
Supervisor,Prep Supervisor,Hotels & Accommodation,Supervisor,Hospitality & Tourism,,,,,,,,,
,Food Production Supervisor,"Government - Local, State & Federal",Supervisor,"Government - Local, State & Federal",,,,,,,,,
,Deli Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,,,,,,,,,
,Kitchen Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,,,,,,,,,
,Supervisor,,Supervisor,,,,,,,,,,
,Culinary Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,,,,,,,,,
,Kitchen Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,,,,,,,,,
,Cook Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,,,,,,,,,
,Restaurant Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,,,,,,,,,
,SCM Purchasing Supervisor,Food & Beverage,Supervisor,Restaurants & Food Service,,,,,,,,,
,Pizzeria Store Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,,,,,,,,,
,Shift Lead/Supervisor,Food & Beverage,Supervisor,Restaurants & Food Service,,,,,,,,,
,Scoopers and Supervisors ,Food & Beverage,Supervisor,Restaurants & Food Service,,,,,,,,,
,Kitchen Manager/Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,,,,,,,,,
,Closing Shift Supervisor,Food & Beverage,Supervisor,Restaurants & Food Service,,,,,,,,,
,Coffee Shift Supervisor ,Food & Beverage,Supervisor,Restaurants & Food Service,,,,,,,,,
,Cafe Operations Supervisor,Food & Beverage,Supervisor,Restaurants & Food Service,,,,,,,,,
,Kitchen Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,,,,,,,,,
,Shift Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,,,,,,,,,
,Retail Supervisor,Restaurants & Food Service,Supervisor,Restaurants & Food Service,,,,,,,,,
,O.O.B(Out of Box) test Supervisor,Transportation & Logistics,Supervisor,Transportation & Logistics,,,,,,,,,
,WH Operations Supervisor,Transportation & Logistics,Supervisor,Transportation & Logistics,,,,,,,,,
,Production Supervisor,Biotech & Life Sciences,Supervisor,Biotech & Life Sciences,,,,,,,,,
Bar,BARTENDER,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartenders,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,"Server, Bartender, Security, Runner",Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,,Bartender,Restaurants & Food Service,,,,,,,,,
,Seeking Bartender and Bottle Service,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Head Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
, Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,"Bartender, Barback, Host",Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,"Line Cook, Bartender",Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Head Bartender / Bartenders,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Servers and Bartenders,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartenders/servers,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Servers and Bartenders,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartenders,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Experienced Bartender,Food & Beverage,Bartender,Restaurants & Food Service,,,,,,,,,
,Server/Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartenders & Servers,,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Food & Beverage,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender/Server,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Food & Beverage,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender/Server,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Food & Beverage,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Food & Beverage,Bartender,Restaurants & Food Service,,,,,,,,,
,Waiters and Bartenders,Food & Beverage,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender/Server/Line Cook,Food & Beverage,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Food & Beverage,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender ,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Lead Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Food & Beverage,Bartender,Restaurants & Food Service,,,,,,,,,
,BARTENDERS,Food & Beverage,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender / Server,Food & Beverage,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Food & Beverage,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender and Server,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Food & Beverage,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Food & Beverage,Bartender,Restaurants & Food Service,,,,,,,,,
,Servers/Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Waiters/Bartenders,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender/Host,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender/Bar Manager,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartenders,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,"Servers, Bartenders",Sports Bar,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Server & Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartenders,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Servers and Bartenders,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Servers and Bartenders,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Server/Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Server/Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Food & Beverage,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartenders,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,"Waiters, Runners, Bartenders",Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,"Waiters, Runners, and Bartenders",Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Servers/Bartenders/Bussers,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartenders & Waiters ,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartenders and Servers,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender & Server,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Servers and Bartenders,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender and Servers,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,"Bartender, Hostess, and Restaurant Manager",Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,"Bartenders, Baristas, and Servers",Food & Beverage,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartenders,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,"Servers, Bartenders, Runners",Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,FOH Servers/Bartenders,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Line Cook/Servers/Bartenders/Kitchen Staff,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender/Server,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Server and Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Hostess/Servers/Busser/Bartenders,Food & Beverage,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Servers and Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Food & Beverage,Bartender,Restaurants & Food Service,,,,,,,,,
,Servers and Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Barista/Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Server/Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Server/Bartender,Food & Beverage,Bartender,Restaurants & Food Service,,,,,,,,,
,Server/Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Server/Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Floor Manager/Servers/Bartender,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender/Server,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Servers and Bartenders,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender/Server,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Servers & Bartenders,Restaurants & Food Service,Bartender,Restaurants & Food Service,,,,,,,,,
,Bartender,Food & Beverage,Bartender,Restaurants & Food Service,,,,,,,,,
Health,Community Health Worker,Healthcare,,Healthcare,,,,,,,,,
,Healthcare Aide,Healthcare,,Healthcare,,,,,,,,,
,Cashiers/Merchandisers/Produce Lead/Deli Lead/Frozen Lead/Grocery Lead/Health & Beauty and GM Lead/Front End Lead,Sales & Marketing,Sales & Marketing,Sales & Marketing,,,,,,,,,
Operation,Jr. Sales Operations Administrator,Manufacturing,Manufacturing,Manufacturing and Production,,,,,,,,,
,Chemical Operation / Sales (Bilingual : Korean and English),,,,,,,,,,,,
,Facility Operations Associate,Restaurants & Food Service,Restaurants & Food Service,Restaurants & Food Service,,,,,,,,,
,B2B Operations Specialist,,,,,,,,,,,,
,Marketing Strategy & Operations Sr. Manager,Human Resources,Human Resources,Human Resources,,,,,,,,,
,Operations Manager-Security and Hospitality NYC,Security,Security,Security,,,,,,,,,
